document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who is Roland's love interest? ,Catherine Seyton,Catherine Seyton,Who is Roland s love interest ?,Catherine Seyton,Catherine Seyton
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who owned the dog that saved Roland from drowning?  ,Lady Avenel,Lady Avenel,Who owned the dog that saved Roland from drowning ?,Lady Avenel,Lady Avenel
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who taught Roland the Romish faith? ,Father Ambrose,Father Ambrose,Who taught Roland the Romish faith ?,Father Ambrose,Father Ambrose
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,"Who was thought to be Catherine, dressed like a man? ",Henry Seyton,Roland,"Who was thought to be Catherine , dressed like a man ?",Henry Seyton,Roland
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who promised Queen Mary that he would work for her freedom? ,Roland,Father Ambrose,Who promised Queen Mary that he would work for her freedom ?,Roland,Father Ambrose
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who tried to convert Roland? ,Henderson,Henderson,Who tried to convert Roland ?,Henderson,Henderson
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who sent Roland to guard Mary Stuart?,Regent Murray,The Regent Murray.,Who sent Roland to guard Mary Stuart ?,Regent Murray,The Regent Murray .
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who did Lady Avenel adopt?,Roland,Roland,Who did Lady Avenel adopt ?,Roland,Roland
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who did Roland help in a street fray?,Lord Seyton,Lord Seyton,Who did Roland help in a street fray ?,Lord Seyton,Lord Seyton
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who was evicted from the monastery?,Father Ambrose,Father Ambrose.,Who was evicted from the monastery ?,Father Ambrose,Father Ambrose .
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who guarded the queen during the battle?,George Douglas,George Douglas,Who guarded the queen during the battle ?,George Douglas,George Douglas
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who did Roland end up marrying?,Catherine,Catherine,Who did Roland end up marrying ?,Catherine,Catherine
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who falls in love with Catherine Seyton?,Roland Graeme.,Roland,Who falls in love with Catherine Seyton ?,Roland Graeme .,Roland
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who introduced Roland to Catherine?,Lady Avenel.,Lady Avenel.,Who introduced Roland to Catherine ?,Lady Avenel .,Lady Avenel .
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who had been evicted from the monastary?,Father Ambrose.,Father Ambrose,Who had been evicted from the monastary ?,Father Ambrose .,Father Ambrose
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who did George Douglas protect?,Mary.,Queen Mary,Who did George Douglas protect ?,Mary .,Queen Mary
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who was killed by Sir John Foster?,Julian Avenel.,Julian Avenel,Who was killed by Sir John Foster ?,Julian Avenel .,Julian Avenel
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who succeeded in his claim as heir?,Roland.,Roland,Who succeeded in his claim as heir ?,Roland .,Roland
37aa5b62014dc2e1e6f7202fed40f51c34dd680d,train,Who did Roland marry?,Catherine.,Catherine,Who did Roland marry ?,Catherine .,Catherine
37fa67ed55fc62766b9a5f0edcafcc360131aebb,train,Who does Ursula agree to Marry?,Rupert Birkin,Birkin,Who does Ursula agree to Marry ?,Rupert Birkin,Birkin
37fa67ed55fc62766b9a5f0edcafcc360131aebb,train,Who freezes to death in the mountains?,Gerald,Gerald Crich,Who freezes to death in the mountains ?,Gerald,Gerald Crich
37fa67ed55fc62766b9a5f0edcafcc360131aebb,train,Who does Gudrun begin an intense relationship with?,Loerke,Loerke,Who does Gudrun begin an intense relationship with ?,Loerke,Loerke
37fa67ed55fc62766b9a5f0edcafcc360131aebb,train,Who has profound feelings for Gerald when he passes away?,Rupert Birkin,Birkin ,Who has profound feelings for Gerald when he passes away ?,Rupert Birkin,Birkin
37fa67ed55fc62766b9a5f0edcafcc360131aebb,train,Who drowns at the party at Gerald's estate? ,Gerald's sister Diana,Diana,Who drowns at the party at Gerald s estate ?,Gerald s sister Diana,Diana
37fa67ed55fc62766b9a5f0edcafcc360131aebb,train,Who is Gerald jealous of?,Loerke,Gudrun,Who is Gerald jealous of ?,Loerke,Gudrun
37fa67ed55fc62766b9a5f0edcafcc360131aebb,train,Who tries to kill Gudrun?,Gerald,Gerald ,Who tries to kill Gudrun ?,Gerald,Gerald
37fa67ed55fc62766b9a5f0edcafcc360131aebb,train,Whom does Gudrun mentor?,Gerald's youngest sister.,Gerald's youngest sister.,Whom does Gudrun mentor ?,Gerald s youngest sister .,Gerald s youngest sister .
3814678082b0220670ba08375b01665e7cd1c56d,train,Who is able to reunite Dr. Boekman with his estranged son?,Raff Brinker/Mr. Brinker.,Mr. Brinker,Who is able to reunite Dr. Boekman with his estranged son ?,Raff Brinker/Mr . Brinker .,Mr. Brinker
3814678082b0220670ba08375b01665e7cd1c56d,train,Who does Hans beg to treat his father?,Dr. Boekman,Dr. Boekman,Who does Hans beg to treat his father ?,Dr. Boekman,Dr. Boekman
3907cf252b326a524485348ba766c9d55b691ed2,train,Who was complaining about an illness and asking for the narrator's help?,Roderick Usher.,Roderick Usher,Who was complaining about an illness and asking for the narrator s help ?,Roderick Usher .,Roderick Usher
3907cf252b326a524485348ba766c9d55b691ed2,train,Who was behind the bedroom door?,Madeline.,Madeline,Who was behind the bedroom door ?,Madeline .,Madeline
3907cf252b326a524485348ba766c9d55b691ed2,train,Whose house does the narrator arrive at?,Roderick Usher,"the house of his friend, Roderick Usher",Whose house does the narrator arrive at ?,Roderick Usher,"the house of his friend , Roderick Usher"
3907cf252b326a524485348ba766c9d55b691ed2,train,Who killed the dragon in The Mad Tryst?,Ethelred,Ethelred,Who killed the dragon in The Mad Tryst ?,Ethelred,Ethelred
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who is the Sausage Chappie?,An old friend of Archie's from the war.,a comrade of Archie's from the war,Who is the Sausage Chappie ?,An old friend of Archie s from the war .,a comrade of Archie s from the war
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who is Archibald Molfam's father-in-law?,Daniel Brewster,Daniel Brewster,Who is Archibald Molfam s father-in-law ?,Daniel Brewster,Daniel Brewster
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who give Archie a hard time?,Daniel Brewster.,Daniel Brewster.,Who give Archie a hard time ?,Daniel Brewster .,Daniel Brewster .
3988c295053fe9eb18747b735259fe78a7e760fd,test,Who is Lucille?,Archie's wife.,Archie's wife,Who is Lucille ?,Archie s wife .,Archie s wife
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who is Ughtred?,Rosalie and Sir Nigel's son,Rosalie's son,Who is Ughtred ?,Rosalie and Sir Nigel s son,Rosalie s son
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who is Bettina in relation to Rosalie?,her sister,Her sister ,Who is Bettina in relation to Rosalie ?,her sister,Her sister
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who caused Mount Dunstan to have a bad reputation?,Mount Dunstan's father and brother,Because of his late father and brother ,Who caused Mount Dunstan to have a bad reputation ?,Mount Dunstan s father and brother,Because of his late father and brother
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who fights Sir Nigel after he tries to bully Bettina into leaving?,Mount Dunstan,Mount Dunstan.,Who fights Sir Nigel after he tries to bully Bettina into leaving ?,Mount Dunstan,Mount Dunstan .
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who does Sir Nigel marry?,Rosalie Vanderpoel,Rosalie Vanderpoel,Who does Sir Nigel marry ?,Rosalie Vanderpoel,Rosalie Vanderpoel
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who does Bettina fall in love with?,Mount Dunstan,Mount Dunstan ,Who does Bettina fall in love with ?,Mount Dunstan,Mount Dunstan
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who does Bettina insist perform repairs on Stornam Court?,The local villagers,Local workers,Who does Bettina insist perform repairs on Stornam Court ?,The local villagers,Local workers
39ab35eb8bdecda3cfd79433774fc63c7c699171,train,Who whips Sir Nigel like a dog?,Mount Dunstan,Mount Dunstan,Who whips Sir Nigel like a dog ?,Mount Dunstan,Mount Dunstan
39c4fffc8734283d7bd491285d24b55a110c71ba,test,Who said Christie often makes an unlikely character the culprit?,P.D. James,P.D. James,Who said Christie often makes an unlikely character the culprit ?,P.D . James,P.D . James
39c4fffc8734283d7bd491285d24b55a110c71ba,test,Who wrote Agatha Christie: The Secret Notebooks?,John Curran,John Curran,Who wrote Agatha Christie : The Secret Notebooks ?,John Curran,John Curran
39c4fffc8734283d7bd491285d24b55a110c71ba,test,Who did Christine use a culprit for 'And Then There Were None'?,Nobody was the culprit,to explain everything,Who did Christine use a culprit for And Then There Were None ' ?,Nobody was the culprit,to explain everything
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who does Dr. Goodwin meet while on expedition?,He meets Dick Drake the so of an old science buddy.,"Dick Drake, Martin and Ruth Ventnor",Who does Dr. Goodwin meet while on expedition ?,He meets Dick Drake the so of an old science buddy .,"Dick Drake , Martin and Ruth Ventnor"
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who were Goodwin's old friends that he and Dick come upon?,"Sister and Brother, Martin and Ruth Vendor.",Martin and Ruth,Who were Goodwin s old friends that he and Dick come upon ?,"Sister and Brother , Martin and Ruth Vendor .",Martin and Ruth
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who is the Metal Emperor assisted by?,He is assisted by the Keeper of the Cones.,Keeper of the Cones,Who is the Metal Emperor assisted by ?,He is assisted by the Keeper of the Cones .,Keeper of the Cones
39f84e28b86e98049044ff10d8988d66204d8e21,test,"Who,doe Goodwin and Drake meet when investigating the aurora?",Martin and Ruth  Ventnor,Ruth and Martin ,"Who , doe Goodwin and Drake meet when investigating the aurora ?",Martin and Ruth Ventnor,Ruth and Martin
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who are after Martin and Ruth?,Persians,The Metal Emperor.,Who are after Martin and Ruth ?,Persians,The Metal Emperor .
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who controls the Things?,Norhala,Norhala,Who controls the Things ?,Norhala,Norhala
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who governs the Metal city?,The Metal Emperor and the Keeper of the Cones,Metal Emperor,Who governs the Metal city ?,The Metal Emperor and the Keeper of the Cones,Metal Emperor
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who does Dr. Goodwin meet that was the son of an acquantaince?,Dick Drake.,Dick Drake,Who does Dr. Goodwin meet that was the son of an acquantaince ?,Dick Drake .,Dick Drake
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who is the group saved by?,Norhala.,Norhala.,Who is the group saved by ?,Norhala .,Norhala .
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who had attacked the group?,A large army of Persians.,Persians,Who had attacked the group ?,A large army of Persians .,Persians
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who commands the Metal Monster?,Norhala.,Metal Emperor,Who commands the Metal Monster ?,Norhala .,Metal Emperor
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who tries to shoot the Metal Emperor?,Martin.,Martin.,Who tries to shoot the Metal Emperor ?,Martin .,Martin .
39f84e28b86e98049044ff10d8988d66204d8e21,test,Who is reduced to a coma?,Martin.,martin,Who is reduced to a coma ?,Martin .,martin
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Innocent Smith plan on eloping with?,Mary Gray,Mary Gray,Who does Innocent Smith plan on eloping with ?,Mary Gray,Mary Gray
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who created the high court of Beacon?,Innocent Smith,innocent Smith,Who created the high court of Beacon ?,Innocent Smith,innocent Smith
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Inglewood confess his love for?,Diana Duke,Diana Duke,Who does Inglewood confess his love for ?,Diana Duke,Diana Duke
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Smith fire shots at?,Dr. Herbert Warner,Dr. Herbert Warner,Who does Smith fire shots at ?,Dr. Herbert Warner,Dr. Herbert Warner
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who recommends that the case be reviewed by the high court of Beacon?,Michael Moon,Michael Moon,Who recommends that the case be reviewed by the high court of Beacon ?,Michael Moon,Michael Moon
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who represents the defendant?,Dr. Cyrus Pym,Micheal Moon and Arthur Inglewood,Who represents the defendant ?,Dr. Cyrus Pym,Micheal Moon and Arthur Inglewood
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Whose house is Smith said to have broken into during the trial?,His own,His own residence.,Whose house is Smith said to have broken into during the trial ?,His own,His own residence .
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Smith arrange to elope with?,Mary Gray,Mary Gray,Who does Smith arrange to elope with ?,Mary Gray,Mary Gray
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who is Gray the paid compaion to?,Rosamund Hunt,Rosamund Hunt,Who is Gray the paid compaion to ?,Rosamund Hunt,Rosamund Hunt
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Inglewood declare his love for?,Diana Duke,Diana Duke,Who does Inglewood declare his love for ?,Diana Duke,Diana Duke
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Smith fire shots at?,Dr. Herbert Warner,Dr. Herbert Warner,Who does Smith fire shots at ?,Dr. Herbert Warner,Dr. Herbert Warner
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who is Smith's prosecutor?,Moses Gould,Moses Gould,Who is Smith s prosecutor ?,Moses Gould,Moses Gould
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who identifies Mr. Smith?,Arthur Inglewood,Arthur Inglewood,Who identifies Mr. Smith ?,Arthur Inglewood,Arthur Inglewood
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Innocent plan on eloping with?,Mary Gray,Mary,Who does Innocent plan on eloping with ?,Mary Gray,Mary
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Inglewood state that he loves?,Diana Duke,Diana Duke,Who does Inglewood state that he loves ?,Diana Duke,Diana Duke
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Michael Moon reconcile with?,Rosamund,Rosamund Hunt,Who does Michael Moon reconcile with ?,Rosamund,Rosamund Hunt
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who does Innocent shoot at?,Dr. Herbert Warner,Dr. Herbert Warner,Who does Innocent shoot at ?,Dr. Herbert Warner,Dr. Herbert Warner
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5,train,Who serves as the prosecution?,Moses Gould,Moses Gould,Who serves as the prosecution ?,Moses Gould,Moses Gould
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who isKarsten Bernick?,Dominant business man.,Businessman in Norway,Who isKarsten Bernick ?,Dominant business man .,Businessman in Norway
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who came back from America?,Johan wife younger brother.,Johan Tonnesen,Who came back from America ?,Johan wife younger brother .,Johan Tonnesen
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who was love by Bernick? ,norwegian Feninist  Hansteen.,Lona,Who was love by Bernick ?,norwegian Feninist Hansteen .,Lona
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who didTonnesen falls in love with?,Dina Dorf.,Dina,Who didTonnesen falls in love with ?,Dina Dorf .,Dina
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who refuses to tellthe girl the truth?,Bernick.,Bernick,Who refuses to tellthe girl the truth ?,Bernick .,Bernick
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who was Bernick once in love with?,Lona,Lona.,Who was Bernick once in love with ?,Lona,Lona .
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who does Johan fall in love with?,Dina Dorf,Dina Dorf,Who does Johan fall in love with ?,Dina Dorf,Dina Dorf
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who is the daughter of the woman that was involved in the scandal in the past?,Dina Dorf,Dina Dorf,Who is the daughter of the woman that was involved in the scandal in the past ?,Dina Dorf,Dina Dorf
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who demands that Bernick tell the truth?,Johan,Tonneson,Who demands that Bernick tell the truth ?,Johan,Tonneson
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Who is the character that runs off with Dina?,Johan,Tonnesen.,Who is the character that runs off with Dina ?,Johan,Tonnesen .
3add9dffaf9e59148643f2e6e2a3032ef36aad29,test,Whose son stows away on the ship that was repaired?,Bernick's son,Bernick,Whose son stows away on the ship that was repaired ?,Bernick s son,Bernick
